Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization,Debt to equity
U P Hotels,509960,,INE726E01014,Leisure Services,Hotels & Resorts,1479.00,0.27,5.40,0.00,177.07,0.30,0.00,222.15,168.96,0.00,97.71,67.69,4.27,36.70,123.89,37.54,0.00,0.00,5.14,222.15,86.35,0.00,2.38,6.20,10.00,54.35,4.81,6.44,0.54,0.36,53.77,63.62,156.97,0.50,28.74,22.52,18.44,13.02,0.48,0.25,0.00,0.00,62.43,59.91,62.60,798.66,0.00
Uday Jewellery,539518,,INE551B01012,Consumer Durables,"Gems, Jewellery And Watches",123.10,25.90,23.82,0.00,106.13,24.63,0.00,168.27,8.75,0.00,2.44,6.53,0.00,0.00,160.31,36.06,0.00,0.00,3.06,168.27,124.25,0.00,37.30,101.28,10.00,17.00,0.00,7.10,2.20,23.59,70.77,5.07,6.70,0.00,55.98,43.52,25.94,8.83,27.28,10.21,6.97,0.00,0.77,0.91,1.16,413.69,0.20
UFO Moviez,539141,UFO,INE527H01019,Entertainment,"Film Production, Distribution & Exhibition",61.00,93.58,38.81,0.00,274.66,67.27,21.03,604.03,472.71,0.00,303.08,171.84,11.02,37.22,296.26,168.93,0.00,0.00,1.39,604.03,127.33,19.39,10.06,127.56,10.00,96.20,17.28,86.78,3.86,76.44,93.64,141.28,432.92,7.07,30.28,33.98,39.91,4.84,95.15,89.65,85.97,126.83,144.91,223.23,246.03,236.77,0.30
Ujaas Energy,533644,UEL,INE899L01030,Power,Power Generation,140.50,24.00,13.34,0.00,76.96,0.00,24.00,116.41,211.22,0.00,181.52,29.47,0.00,17.96,72.03,27.85,0.00,12.54,0.00,116.41,44.18,0.00,12.43,25.66,1.00,0.79,0.50,0.42,66.34,18.51,24.73,29.45,211.03,0.00,-80.40,119.43,139.64,124.38,105.09,95.66,138.35,109.93,141.23,156.21,173.85,1874.24,0.27
Ultramarine Pig.,506685,,INE405A01021,Chemicals & Petrochemicals,Dyes And Pigments,395.00,89.05,5.84,0.00,1056.99,85.79,7.76,1290.12,428.11,0.00,93.67,345.27,38.99,576.87,298.63,120.55,0.00,0.00,16.46,1290.12,178.08,7.25,110.25,72.34,2.00,64.92,0.00,71.70,2.92,79.45,166.75,280.75,353.64,29.50,140.43,91.62,,,53.39,28.58,,,152.07,91.35,,1153.40,0.08
Unichem Labs.,506690,UNICHEMLAB,INE351A01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,306.05,501.96,14.08,0.00,2420.76,429.97,29.80,3556.22,1993.53,0.00,693.96,1246.27,78.88,0.02,2025.96,1016.60,0.00,0.00,979.73,3556.22,1009.36,28.45,977.90,777.86,2.00,193.47,2.20,318.42,7.04,247.52,1004.38,1252.40,1919.53,122.71,832.68,700.63,977.41,317.62,349.15,206.50,150.72,21.97,990.03,869.65,578.17,2154.76,0.21
Unicommerce,544227,UNIECOM,INE00U401027,IT - Software,Software Products,89.05,10.48,11.24,0.00,165.95,0.45,7.25,252.75,169.61,0.00,8.29,167.54,0.00,24.15,79.90,57.26,0.00,3.61,0.00,252.75,22.64,1.84,0.00,9.84,1.00,6.56,5.86,27.11,5.89,7.71,55.53,7.93,11.18,0.00,,,,,,,,,,,,1000.74,0.06
Unified Data,544406,,INE1ABX01018,IT - Services,IT Enabled Services,301.15,0.00,20.09,0.00,95.07,0.00,0.00,136.44,3.84,0.00,2.53,1.10,0.00,101.86,111.70,21.28,86.41,0.00,0.00,136.44,90.42,0.00,0.07,29.20,10.00,0.06,0.00,19.42,0.00,0.00,0.86,1.26,3.29,0.00,-1.98,,,,0.00,,,,2.52,,,605.01,0.00
Unihealth Hosp,,UNIHEALTH,INE0PRF01011,Healthcare Services,Hospital,409.00,17.60,15.40,0.00,109.85,9.42,3.71,221.07,62.31,0.00,21.99,71.51,9.82,0.48,135.38,23.33,0.00,0.00,7.26,221.07,112.05,9.57,3.81,112.25,10.00,8.50,0.16,7.92,,15.16,55.56,35.71,53.33,0.37,15.03,2.65,,,38.01,40.68,,,35.84,35.45,,642.13,0.14
Unimech Aero.,544322,UNIMECH,INE0U3I01011,Aerospace & Defense,Aerospace & Defense,767.80,113.52,25.43,0.00,680.85,37.44,46.86,870.24,181.57,0.00,19.40,195.54,11.82,442.36,650.07,115.76,254.75,338.58,3.84,870.24,534.31,17.41,17.20,71.29,5.00,72.89,0.56,14.26,4.40,29.90,59.13,52.00,60.80,0.02,5.40,,,,19.96,,,,24.67,,,3904.78,0.16
Uniparts India,543689,UNIPARTS,INE244O01017,Auto Components,Auto Components & Equipments,445.45,120.57,45.14,0.00,873.14,83.78,36.13,1246.07,691.38,0.00,366.27,317.11,14.34,285.23,898.82,254.47,19.35,0.00,16.25,1246.07,644.35,31.45,409.70,135.76,10.00,29.58,1.26,117.01,4.51,102.57,437.73,329.97,666.53,12.78,423.84,198.05,,,157.93,298.40,,,324.71,339.85,,2010.90,0.13
Uniphos Enter.,500429,UNIENTER,INE037A01022,Chemicals & Petrochemicals,Trading - Chemicals,100.00,0.75,13.91,0.00,2830.51,0.00,0.00,2962.08,185.25,145.00,2.91,181.99,0.00,2734.55,22.46,2.48,0.00,2615.48,23.78,2962.08,19.98,0.75,0.00,0.00,2.00,13.96,0.00,1.18,6.95,0.00,46.00,183.09,185.25,0.00,21.56,58.38,19.69,-8.15,0.00,0.00,0.00,10.20,175.50,174.63,174.70,695.50,0.00
United Breweries,532478,UBL,INE686F01025,Beverages,Breweries & Distilleries,1546.45,776.87,26.44,0.00,4316.84,195.00,424.98,8167.67,5459.71,0.00,3710.77,1799.39,435.82,7.79,4929.66,3683.08,0.00,2.41,1549.44,8167.67,1246.58,139.68,1797.60,2422.95,1.00,294.08,2.50,1003.96,26.44,102.03,1586.34,1775.58,5258.88,172.68,1404.52,971.01,843.52,312.01,9.74,252.17,312.06,836.36,1912.91,1926.08,1729.81,40888.95,0.18
United Drilling,522014,UNIDT,INE961D01019,Industrial Manufacturing,Industrial Products,152.95,30.21,20.30,0.00,248.99,31.25,0.75,383.68,101.41,0.00,53.77,54.93,3.17,1.26,299.02,108.02,1.26,0.00,39.93,383.68,191.00,0.46,165.27,117.68,10.00,3.06,0.46,67.42,2.03,32.74,169.90,50.10,100.37,7.61,146.97,43.99,57.37,40.39,18.08,0.50,15.64,17.20,30.53,32.62,36.54,310.55,0.11
United Nilgiri,,UNITEDTEA,INE458F01011,Agricultural Food & other Products,Tea & Coffee,511.10,0.00,5.00,0.00,227.33,0.00,0.00,246.10,69.99,0.00,26.18,43.27,2.07,154.26,50.99,6.75,0.00,5.94,1.32,246.10,44.24,0.00,6.00,10.07,10.00,6.24,0.01,2.16,0.50,0.00,24.40,42.68,65.49,2.21,26.79,23.03,15.74,20.61,0.00,0.00,0.00,0.04,43.38,43.45,38.55,255.38,0.00
United Spirits,532432,UNITDSPR,INE854D01024,Beverages,Breweries & Distilleries,1273.90,412.00,145.00,0.00,8263.00,0.00,480.00,13484.00,3215.00,0.00,1503.00,1757.00,81.00,1330.00,9233.00,4684.00,100.00,873.00,772.00,13484.00,4549.00,412.00,2913.00,3312.00,2.00,1381.00,0.00,2305.00,72.74,265.00,2875.00,1560.00,2981.00,37.00,1103.00,-123.50,-15.90,-1184.51,605.40,2570.20,3421.10,4986.85,1854.80,1955.90,1791.30,92657.23,0.05
Univastu India,,UNIVASTU,INE562X01013,Construction,Civil Construction,63.00,41.57,35.99,0.00,75.31,27.06,8.14,242.86,23.18,0.00,9.77,13.07,0.00,0.39,193.74,128.18,0.00,0.00,12.88,242.86,65.56,0.54,1.49,11.74,10.00,8.29,0.00,79.75,3.41,33.59,35.47,8.92,17.40,0.04,34.24,16.44,13.97,,36.86,32.33,14.72,,9.11,12.04,6.77,226.72,0.48
Universus Photo,542933,UNIVPHOTO,INE03V001013,Consumer Durables,Consumer Electronics,454.65,0.00,10.95,0.00,830.29,0.00,0.00,857.34,11.94,0.00,7.86,3.99,0.00,718.51,399.64,4.01,0.00,0.00,4.66,857.34,395.63,0.00,6.01,0.63,10.00,0.12,0.16,0.62,1.09,0.00,198.36,4.21,11.93,0.00,190.28,37.19,,,0.00,0.00,,,4.67,9.76,,497.69,0.00
Uno Minda,532539,UNOMINDA,INE405E01023,Auto Components,Auto Components & Equipments,1026.05,2851.71,115.34,0.00,6112.92,1687.95,784.93,12767.70,7732.99,0.00,2983.97,5403.78,545.63,857.12,5641.33,4244.12,0.00,36.57,190.86,12767.70,1397.21,185.17,1800.08,2658.31,2.00,304.19,0.00,2282.12,57.41,1706.33,816.78,3930.59,6397.59,215.74,601.61,-299.29,159.96,33.59,943.79,1316.70,613.74,235.98,2804.68,2674.23,1350.50,59246.41,0.46
Updater Services,543996,UDS,INE851I01011,Commercial Services & Supplies,Diversified Commercial Services,131.65,50.66,66.95,0.00,942.38,48.43,53.95,1590.56,473.31,0.00,116.05,348.75,0.08,53.01,1016.18,456.83,0.00,35.14,60.32,1590.56,559.35,47.96,9.88,652.49,10.00,163.27,3.43,79.36,6.69,104.69,420.98,356.63,451.28,10.88,124.38,120.16,,,71.32,89.96,,,204.39,85.44,,881.44,0.05
Urban Company,544515,URBANCO,INE0CAZ01013,Retailing,E-Retail/ E-Commerce,110.60,136.28,144.61,0.38,2121.50,0.00,119.91,2808.68,204.90,0.00,77.93,149.55,0.00,1106.62,1939.23,414.78,465.09,0.00,0.00,2808.68,1524.45,136.28,70.55,32.46,1.00,851.00,0.00,207.46,0.02,104.50,504.41,116.86,182.99,0.00,599.51,120.18,,,0.00,0.00,,,86.71,126.15,,16171.72,0.06
Usha Martin,517146,USHAMART,INE228A01035,Industrial Products,Iron & Steel Products,386.40,264.21,30.51,0.00,2934.49,331.98,84.73,3853.57,2073.16,0.00,667.33,1460.55,176.70,70.22,1977.63,646.94,0.00,0.00,313.16,3853.57,1330.69,83.25,908.25,603.38,1.00,292.34,0.00,268.91,30.47,363.83,1173.18,1153.23,1716.51,165.80,884.64,441.72,-1568.28,-908.22,411.39,620.20,4072.63,3992.61,913.05,956.10,4862.28,11775.22,0.09
UTI AMC,543238,UTIAMC,INE094J01016,Capital Markets,Asset Management Company,917.00,0.00,128.24,0.00,3420.30,0.00,0.00,3981.80,625.92,0.00,225.92,395.81,1.37,3299.03,252.06,351.40,3261.02,0.00,9.83,3981.80,-99.34,0.00,0.00,57.23,10.00,144.21,0.00,36.30,12.73,0.00,-17.17,400.87,581.36,3.15,17.91,-65.36,-62.27,-22.47,0.00,0.00,0.00,0.00,352.86,370.57,272.27,11785.31,0.00
Uttam Sug.Mills,532729,UTTAMSUGAR,INE786F01031,Agricultural Food & other Products,Sugar,221.75,228.49,38.14,0.00,744.58,768.12,7.32,1217.04,1053.55,0.00,279.68,752.47,31.49,61.71,360.87,274.68,0.00,0.00,16.01,1217.04,86.19,0.33,295.17,22.42,10.00,15.94,3.69,30.02,3.81,761.48,100.78,776.96,1015.20,1.08,-6.04,-57.68,-145.11,-268.65,640.16,809.62,771.28,814.07,673.06,570.32,563.74,845.74,0.29
UVS Hospitality,531652,,INE528C01018,Finance,Non Banking Financial Company (NBFC),78.00,3.51,38.13,0.00,138.56,0.00,6.59,184.92,127.32,0.00,10.07,168.82,0.00,0.00,4.58,5.86,0.00,0.00,0.00,184.92,-1.28,3.51,0.40,-1.12,10.00,3.57,0.00,1.19,0.22,0.00,1.40,0.00,0.00,0.00,,,,,,,,,,,,297.44,0.02
V-Guard Industri,532953,VGUARD,INE951I01027,Consumer Durables,Household Appliances,319.25,69.72,43.60,0.00,2029.58,0.00,76.73,3000.74,803.18,0.00,337.92,465.31,75.55,933.62,1474.93,864.10,0.00,0.00,69.13,3000.74,610.83,62.23,855.69,391.20,1.00,33.44,0.00,582.79,43.44,355.70,502.90,435.29,710.79,36.25,890.43,617.82,444.40,243.87,66.35,10.00,2.40,67.77,400.27,267.76,200.87,13943.39,0.03
Va Tech Wabag,533269,WABAG,INE956G01038,Other Utilities,Water Supply & Management,1207.60,240.40,12.50,0.00,2311.00,357.30,4.40,5462.10,120.40,0.00,53.70,67.10,0.00,73.10,4359.50,2458.00,0.00,0.00,113.50,5462.10,1901.50,3.90,45.10,2223.50,2.00,798.00,149.10,1120.40,6.22,288.90,1470.30,72.50,130.20,0.00,794.41,745.84,725.08,715.65,435.92,519.58,481.72,180.64,79.95,86.34,172.42,7524.51,0.10
Vaibhav Global,532156,VAIBHAVGBL,INE884A01027,Consumer Durables,"Gems, Jewellery And Watches",199.55,227.47,33.39,0.00,1413.14,111.92,115.95,2141.78,988.74,0.00,422.96,561.40,0.86,113.49,1490.22,606.16,0.00,0.00,19.70,2141.78,884.06,105.77,779.36,329.09,2.00,137.11,32.99,242.00,16.56,218.18,567.16,616.24,970.94,5.69,546.48,493.86,378.28,214.35,164.76,101.74,66.58,76.20,467.03,154.17,119.75,3333.86,0.16
Vaidya Sane,,MADHAVBAUG,INE0JR301013,Healthcare Equipment & Supplies,Medical Equipment & Supplies,201.00,0.63,10.52,0.00,57.22,1.68,0.00,82.01,46.77,0.00,18.75,33.93,0.33,21.74,29.03,11.06,2.22,0.00,1.44,82.01,17.97,0.00,3.39,7.84,10.00,5.54,1.12,5.25,1.05,1.68,17.32,28.02,46.77,2.60,,,,,,,,,,,,211.32,0.01
Valiant Commun.,526775,,INE760B01019,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,1010.10,2.05,11.44,0.00,64.15,1.60,0.46,85.36,37.71,0.00,27.26,11.88,0.00,2.29,72.68,12.10,0.00,2.24,0.00,85.36,60.58,0.41,16.87,25.15,10.00,27.74,0.40,1.86,1.14,1.85,41.44,9.62,34.50,0.00,21.95,21.48,23.39,21.37,0.12,0.13,0.00,0.00,7.04,6.57,6.95,1155.77,0.03
Valiant Laborato,543998,VALIANTLAB,INE0JWS01017,Pharmaceuticals & Biotechnology,Pharmaceuticals,58.71,53.77,54.31,0.00,263.03,61.80,59.88,424.65,70.67,0.00,22.23,47.82,174.08,47.95,193.68,68.07,0.00,0.00,14.19,424.65,125.61,0.39,27.01,55.88,10.00,19.36,0.00,48.48,5.43,76.71,158.85,50.05,70.21,42.65,,,,,,,,,,,,318.88,0.17
Valiant Organics,540145,VALIANTORG,INE565V01010,Chemicals & Petrochemicals,Specialty Chemicals,261.95,235.92,28.02,0.00,711.52,189.93,58.86,1162.52,848.61,0.00,191.78,706.86,8.55,152.39,283.88,326.70,0.00,91.41,33.22,1162.52,-42.82,0.11,97.36,154.99,10.00,6.39,0.00,99.93,2.76,257.02,-2.22,642.81,799.91,86.14,113.08,50.11,,,363.84,140.33,,,543.43,276.38,,733.98,0.32
Valor Estate,533160,DBREALTY,INE879I01012,Leisure Services,Hotels & Resorts,93.85,995.29,539.20,4.99,3512.13,1687.55,207.62,7136.35,2521.29,0.00,94.64,4.14,13.77,606.30,3574.29,2890.50,218.64,0.00,69.46,7136.35,683.79,0.00,1919.62,381.23,10.00,92.97,519.73,156.10,53.78,2223.43,2438.49,2428.51,2474.28,9.95,1192.29,643.83,1137.72,1006.56,3720.82,2191.03,1734.14,1195.34,75.02,211.71,353.45,5090.51,0.25
Vardhman Special,534392,VSSL,INE050M01012,Industrial Products,Iron & Steel Products,224.70,77.47,96.56,0.00,1111.61,94.85,25.45,1559.29,558.71,0.00,250.00,472.04,57.10,26.32,975.27,327.57,0.00,0.00,0.10,1559.29,647.70,0.47,346.26,301.10,10.00,251.39,0.00,201.90,8.15,83.71,391.06,324.70,542.17,0.99,318.45,110.20,144.93,0.14,161.97,266.27,228.13,350.47,289.16,310.11,249.56,2172.52,0.06
Vardhman Textile,502986,VTL,INE825A01020,Textiles & Apparels,Other Textile Products,529.65,1478.71,56.91,0.00,10098.43,1213.43,24.83,13152.51,7465.97,0.00,3315.55,4233.93,872.68,1787.21,6918.30,1316.78,0.00,1997.62,262.27,13152.51,5601.52,0.80,3773.42,1281.77,2.00,104.90,32.23,547.49,28.92,1791.35,4145.41,3769.02,6734.19,60.79,3306.42,2676.96,1882.60,1452.76,1983.20,2220.87,2321.48,2640.16,3494.02,3628.43,2630.90,15321.83,0.15
Varun Beverages,540180,VBL,INE200M01039,Beverages,Other Beverages,392.35,2508.18,676.40,0.00,18902.30,1812.74,695.44,25540.72,23600.15,0.00,6841.22,16758.93,270.79,174.28,7889.41,4073.95,0.00,0.00,484.79,25540.72,3815.46,484.07,2951.79,1249.03,2.00,1998.49,159.12,1401.30,338.15,2826.25,3339.55,13401.74,18801.84,1166.71,-564.72,-635.27,-600.13,-623.76,3883.81,3216.13,2807.87,2527.35,6932.22,6408.62,4386.97,132696.50,0.13
Varvee Global,514274,VGL,INE273D01027,Textiles & Apparels,Other Textile Products,57.00,28.10,25.76,0.00,76.70,54.04,40.22,207.46,203.94,0.00,135.71,66.00,0.00,0.00,60.39,81.98,0.00,0.00,13.54,207.46,-21.59,0.00,14.14,8.96,5.00,2.15,55.72,9.01,4.69,277.66,-83.46,72.38,218.52,0.00,9.53,42.70,24.78,-24.94,412.90,418.97,379.32,370.32,230.54,350.38,362.73,293.71,0.27
Vasa Denticity,,DENTALKART,INE0N5801013,Healthcare Equipment & Supplies,Medical Equipment & Supplies,395.00,0.00,17.34,0.00,153.62,0.00,0.00,190.39,18.53,0.00,3.57,21.52,0.08,52.38,161.18,18.33,0.00,0.00,0.00,190.39,142.85,0.00,74.86,17.66,10.00,2.47,1.61,11.76,1.60,0.08,52.62,1.87,3.89,1.27,5.66,0.08,,,3.26,0.65,,,0.79,0.36,,684.80,0.00
Vashu Bhagnani,532011,,INE147C01017,Entertainment,"Film Production, Distribution & Exhibition",50.15,17.68,63.95,0.00,81.53,12.54,0.83,213.83,0.42,0.00,0.19,0.21,0.00,0.00,186.94,49.01,0.00,0.00,9.11,213.83,137.93,0.00,89.14,79.66,10.00,3.72,1.93,46.62,3.50,24.22,54.02,38.64,38.77,0.00,38.14,34.16,,,8.67,0.48,,,0.04,0.06,,320.73,0.12
